2 =  factors = [1, 2] 
43793 =  factors = [1, 3, 9, 27, 81, 243, 437] 
43853 =  factors = [1, 3, 9, 27, 33, 99, 109, 327] 
43867 =  factors = [1, 2, 3, 9, 10, 18, 37, 54, 98, 196, 393] 
43889 =  factors = [1, 2, 47, 94, 188, 376, 43889] 
43943 =  factors = [1, 2, 7, 19, 38, 43943] 
43987 =  factors = [1, 3, 29, 43987] 
43991 =  factors = [1, 7, 43, 61, 289, 439] 
44017 =  factors = [1, 3, 9, 27, 81, 243, 613] 
44027 =  factors = [1, 3, 9, 27, 44027] 
44029 =  factors = [1, 7, 49, 67, 308, 44029] 
44053 =  factors = [1, 3, 9, 27, 81, 243, 619] 
44059 =  factors = [1, 7, 49, 623, 44059] 
44071 =  factors = [1, 3, 9, 27, 33, 99, 397] 
44089 =  factors = [2, 3, 6, 7, 14, 23, 42, 51, 86, 119, 238] 
44111 =  factors = [1, 3, 9, 27, 33, 99, 399] 
44129 =  factors = [1, 7, 49, 67, 303, 441, 587] 
44131 =  factors = [1, 7, 41, 29, 58, 307, 441] 
44159 =  factors = [1, 3, 9, 27, 441] 
44189 =  factors = [1, 7, 41, 29, 67, 303, 441] 
44203 =  factors = [1, 79, 3, 11, 23, 67, 29] 
44207 =  factors = [1, 3, 9, 27, 44207] 
44249 =  factors = [1, 7, 49, 67, 308, 44249] 
44257 =  factors = [1, 3, 9, 27, 81, 243, 44257] 
44263 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 243, 44263] 
44267 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 1009] 
44273 =  factors = [1, 3, 9, 27, 81, 243, 44273] 
44279 =  factors = [1, 3, 9, 27, 81, 243, 44279] 
44281 =  factors = [1, 79, 67, 44281] 
44293 =  factors = [1, 7, 41, 607] 
44357 =  factors = [1, 3, 9, 27, 81, 243, 443] 
44389 =  factors = [1, 7, 41, 29, 307, 44389] 
44417 =  factors = [1, 3, 9, 27, 81, 243, 44417] 
44449 =  factors = [1, 7, 49, 627, 44449] 
44453 =  factors = [1, 3, 9, 27, 81, 243, 44453] 
44483 =  factors = [1, 2, 3, 6, 9, 18, 27, 36, 54, 81, 162, 243, 324, 486, 609, 729, 984] 
44491 =  factors = [1, 7, 41, 289, 367, 4449] 
44497 =  factors = [1, 3, 23, 44497] 
44501 =  factors = [1, 3, 9, 27, 81, 243, 619] 
44533 =  factors = [1, 3, 9, 27, 81, 243, 619] 
44537 =  factors = [1, 3, 9, 27, 81, 243, 44537] 
44549 =  factors = [1, 7, 49, 627, 44549] 
44617 =  factors = [1, 3, 9, 27, 83, 249, 44617] 
44621 =  factors = [1, 7, 49, 609, 44621] 
44623 =  factors = [1, 79, 309, 44623] 
44633 =  factors = [1, 3, 9, 27, 81, 44633] 
44647 =  factors = [1, 2, 3, 9, 18, 27, 36, 54, 81, 108, 172, 264, 446] 
44651 =  factors = [1, 3, 9, 27, 81, 243, 44651] 
44657 =  factors = [1, 3, 9, 27, 829, 44657] 
44683 =  factors = [1, 2, 3, 4, 6, 9, 18, 37, 54, 100, 174, 348, 522, 814, 1228, 1632, 2448, 3264, 44683] 
44699 =  factors = [2, 3, 987, 44699] 
44701 =  factors = [1, 3, 9, 27, 81, 243, 613] 
44729 =  factors = [1, 3, 9, 27, 447, 861, 1507] 
44741 =  factors = [1, 3, 9, 27, 81, 243, 447] 
44771 =  factors = [1, 3, 9, 27, 81, 243, 447] 
44777 =  factors = [1, 3, 9, 27, 81, 243, 447] 
44789 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 90, 189] 
44809 =  factors = [2, 3, 6, 7, 9, 18, 27, 36, 54, 81, 126, 168, 252, 336, 448] 
44839 =  factors = [1, 7, 41, 29, 307, 44839] 
44851 =  factors = [1, 3, 9, 27, 33, 99, 161, 323, 44851] 
44879 =  factors = [1, 3, 23, 44879] 
44887 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 90, 180, 360, 44887] 
44893 =  factors = [1, 7, 41, 299, 307, 4489] 
44917 =  factors = [1, 3, 23, 44917] 
44927 =  factors = [1, 3, 9, 27, 449] 
44939 =  factors = [1, 7, 41, 289, 367, 4493] 
44959 =  factors = [1, 3, 27, 44959] 
44963 =  factors = [1, 7, 23, 44963] 
44987 =  factors = [1, 3, 23, 44987] 
45061 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 108, 171, 342, 513] 
45077 =  factors = [1, 3, 29, 87, 233, 45077] 
45083 =  factors = [1, 2, 3, 6, 9, 18, 27, 36, 54, 81, 162, 243, 324, 405, 45083] 
45119 =  factors = [1, 3, 67, 2083, 45119] 
45121 =  factors = [1, 3, 9, 27, 81, 243, 729] 
45139 =  factors = [1, 3, 9, 27, 81, 243, 45139] 
45181 =  factors = [1, 3, 9, 27, 45181] 
45233 =  factors = [1, 3, 9, 10, 11, 13, 33, 39, 40, 41, 43, 45, 47, 48, 69, 73, 79, 82, 97] 
45247 =  factors = [1, 2, 3, 6, 9, 18, 27, 36, 45, 72, 108, 135, 270, 405] 
45263 =  factors = [1, 2, 3, 6, 9, 18, 27, 36, 45, 81, 129, 135, 270, 315] 
45289 =  factors = [1, 7, 49, 67, 349, 45289] 
45293 =  factors = [1, 3, 9, 27, 81, 243, 4529] 
45307 =  factors = [1, 3, 9, 27, 81, 243, 453] 
45319 =  factors = [1, 3, 67, 208, 45319] 
45341 =  factors = [1, 79, 3, 267, 98, 309, 453] 
45343 =  factors = [1, 79, 3, 267, 98, 309, 453] 
45389 =  factors = [1, 7, 49, 62, 45389] 
45403 =  factors = [1, 2, 3, 6, 9, 18, 27, 36, 45, 48] 
45427 =  factors = [1, 3, 9, 27, 45427] 
45497 =  factors = [1, 3, 23, 45497] 
45523 =  factors = [1, 3, 9, 19, 47, 63, 139, 455] 
45533 =  factors = [1, 3, 9, 27, 81, 243, 729] 
45541 =  factors = [1, 79, 23, 323, 45541] 
45553 =  factors = [1, 3, 9, 27, 81, 243, 729] 
45557 =  factors = [1, 3, 9, 27, 81, 243, 729] 
45587 =  factors = [1, 3, 9, 27, 45587] 
45589 =  factors = [1, 7, 49, 623, 45589] 
45599 =  factors = [1, 3, 9, 27, 81, 243, 729] 
45613 =  factors = [1, 3, 9, 27, 81, 243, 45613] 
45631 =  factors = [1, 3, 9, 27, 81, 243, 45631] 
45641 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 93, 189] 
45659 =  factors = [1, 3, 9, 27, 81, 243, 45659] 
45677 =  factors= [1, 3, 9, 27, 81, 243, 4567] 
45691 =  factors = [1, 7, 49, 67, 45691] 
45697 =  factors=[] 
45707 =  factors = [1, 3, 29, 83, 269, 45707] 
45737 =  factors = [1, 3, 9, 27, 81, 243, 457] 
45757 =  factors = [1, 3, 9, 27, 81, 243, 729] 
45763 =  factors = [1, 2, 3, 4, 6, 9, 18, 36, 54, 72, 108, 144, 216, 360, 432, 648] 
45779 =  factors = [1, 3, 29, 83, 2601, 45779] 
45827 =  factors = [1, 3, 9, 27, 45827] 
45869 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 93, 189] 
45887 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 72, 90, 108, 144, 210, 312, 432, 648] 
45943 =  factors = [1, 7, 29, 43, 68, 97, 143] 
45959 =  factors = [1, 3, 9, 27, 45959] 
45971 =  factors = [1, 3, 23, 69, 189, 45971] 
45979 =  factors = [1, 3, 23, 47, 143, 683, 4597] 
45989 =  factors = [1, 7, 49, 67, 459, 3289] 
46021 =  factors = [1, 7, 43, 46021] 
46027 =  factors = [1, 3, 9, 27, 81, 243, 46027] 
46051 =  factors = [1, 3, 9, 27, 81, 243, 46051] 
46091 =  factors = [1, 7, 43, 29, 343, 46091] 
46093 =  factors = [1, 7, 49, 67, 46093] 
46103 =  factors = [1, 3, 9, 27, 81, 243, 46103] 
46153 =  factors = [1, 3, 9, 27, 81, 243, 46153] 
46183 =  factors = [1, 3, 9, 27, 46183] 
46187 =  factors = [1, 3, 9, 27, 46187] 
46199 =  factors = [1, 3, 9, 27, 46199] 
46219 =  factors = [1, 3, 7, 21, 46219] 
46229 =  factors = [1, 7, 46229] 
46273 =  factors = [1, 3, 9, 27, 81, 243, 46273] 
46279 =  factors = [1, 3, 9, 27, 81, 243, 46279] 
46309 =  factors = [1, 7, 49, 628, 46309] 
46327 =  factors = [1, 3, 9, 27, 81, 243, 463] 
46349 =  factors = [1, 7, 43, 29, 343, 46349] 
46351 =  factors = [1, 3, 9, 27, 81, 243, 463] 
46381 =  factors = [1, 7, 43, 29, 343, 46381] 
46411 =  factors = [1, 7, 43, 29, 343, 46411] 
46451 =  factors = [1, 3, 9, 27, 81, 243, 46451] 
46477 =  factors = [1, 3, 9, 27, 46477] 
46507 =  factors = [1, 3, 9, 27, 81, 243, 46507] 
46549 =  factors = [1, 7, 49, 627, 46549] 
46567 =  factors = [1, 3, 9, 27, 81, 243, 46567] 
46601 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 174, 348] 
46619 =  factors = [1, 3, 9, 27, 83, 249, 46619] 
46643 =  factors = [1, 2, 3, 9, 18, 27, 36, 54, 81, 108, 172, 259, 46643] 
46649 =  factors = [2, 7, 13, 46649] 
46663 =  factors = [1, 2, 3, 6, 9, 18, 46663] 
46679 =  factors = [1, 3, 23, 80, 46679] 
46681 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 108, 171, 342, 513] 
46723 =  factors = [1, 3, 9, 27, 81, 243, 46723] 
46747 =  factors = [1, 3, 9, 27, 81, 46747] 
46757 =  factors = [1, 3, 9, 27, 81, 46757] 
46769 =  factors = [1, 2, 3, 4, 6, 9, 18, 36, 54, 72, 90, 108, 144, 210, 252, 315, 468] 
46771 =  factors = [1, 3, 9, 27, 81, 243, 46771] 
46811 =  factors = [1, 3, 9, 27, 33, 99, 109, 327] 
46817 =  factors = [1, 3, 9, 27, 43, 133, 46817] 
46853 =  factors = [1, 3, 9, 27, 81, 243, 46853] 
46861 =  factors = [1, 2, 3, 9, 18, 27, 36, 54, 81, 162, 243, 46861] 
46867 =  factors = [1, 2, 3, 9, 19, 38, 57, 176, 264, 468] 
46889 =  factors = [1, 2, 4, 7, 14, 37, 54, 98, 196, 392] 
46901 =  factors = [1, 7, 43, 29, 343, 46901] 
46933 =  factors = [1, 3, 9, 27, 81, 243, 4693] 
46993 =  factors = [1, 3, 9, 27, 81, 243, 46993] 
47059 =  factors = [1, 3, 29, 58, 176, 47059] 
47087 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 97, 194, 388, 582, 964, 1728, 3456, 5184, 8740, 17488] 
47093 =  factors = [1, 3, 9, 27, 81, 243, 4709] 
47123 =  factors = [1, 3, 9, 13, 39, 47, 147] 
47129 =  factors = [1, 3, 9, 27, 81, 243, 47129] 
47143 =  factors = [1, 3, 9, 27, 81, 243, 47143] 
47161 =  factors = [1, 2, 3, 4, 6, 9, 18, 32, 57, 114, 228, 456, 912, 1364, 2728, 47161] 
47189 =  factors = [1, 3, 9, 27, 47189] 
47221 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 90, 135, 270, 47221] 
47287 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 47287] 
47293 =  factors = [1, 3, 9, 27, 81, 243, 4729] 
47303 =  factors = [1, 3, 9, 27, 81, 243, 473] 
47309 =  factors = [1, 3, 9, 27, 81, 243, 473] 
47389 =  factors = [1, 3, 9, 27, 33, 69, 81, 243, 473] 
47407 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 111, 174, 348, 525, 970, 1740, 3480] 
47417 =  factors = [1, 3, 9, 27, 81, 243, 47417] 
47441 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 97, 194, 388, 582, 964, 1146, 1728, 2016, 3432, 47441] 
47459 =  factors = [1, 3, 29, 869, 47459] 
47491 =  factors = [1, 3, 23, 47, 69, 83, 159, 209, 419] 
47507 =  factors = [1, 3, 9, 27, 81, 243, 47507] 
47521 =  factors = [1, 3, 9, 27, 81, 243, 475] 
47563 =  factors = [1, 3, 9, 27, 81, 243, 47563] 
47569 =  factors = [1, 3, 9, 27, 81, 243, 47569] 
47581 =  factors = [1, 3, 9, 27, 81, 243, 47581] 
47591 =  factors = [1, 3, 29, 87, 2303, 47591] 
47599 =  factors = [1, 3, 9, 27, 81, 243, 47599] 
47629 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 47629] 
47639 =  factors = [1, 3, 9, 27, 81, 243, 47639] 
47653 =  factors = [1, 3, 9, 27, 81, 243, 47653] 
47701 =  factors = [1, 3, 9, 27, 81, 243, 477] 
47743 =  factors = [1, 3, 9, 27, 81, 243, 47743] 
47777 =  factors = [1, 3, 9, 27, 81, 243, 47777] 
47807 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 243, 47807] 
47819 =  factors = [1, 3, 29, 37, 61, 103, 159, 219, 327] 
47869 =  factors = [2, 3, 9, 19, 38, 57, 176, 293, 478] 
47917 =  factors = [1, 3, 29, 83, 269, 47917] 
47947 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 97, 194, 388, 582, 966, 1934] 
47963 =  factors = [1, 2, 3, 4, 6, 8, 12, 13, 15, 26, 39, 52, 65, 88, 176] 
47981 =  factors = [1, 3, 9, 27, 33, 69, 81, 243, 479] 
48017 =  factors = [1, 3, 9, 27, 43, 69, 81, 123, 169, 253, 48017] 
48023 =  factors = [1, 79, 48023] 
48079 =  factors = [1, 3, 23, 69, 48079] 
48119 =  factors = [1, 3, 67, 203, 48119] 
48131 =  factors = [1, 7, 49, 623, 48131] 
48193 =  factors = [1, 7, 49, 67, 48193] 
48247 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 48247] 
48259 =  factors = [1, 3, 9, 27, 43, 69, 81, 123, 169, 257, 408, 616, 825, 1249, 1664, 2499] 
48299 =  factors = [1, 7, 61, 48299] 
48311 =  factors = [1, 3, 9, 27, 33, 81, 243] 
48313 =  factors = [1, 3, 9, 27, 43, 69, 87, 159, 243, 483] 
48341 =  factors = [1, 79, 2, 397, 6, 601, 9] 
48353 =  factors = [1, 3, 9, 27, 43, 69, 87, 129, 143, 209, 243, 369] 
48371 =  factors = [1, 3, 9, 27, 33, 81, 243, 483] 
48437 =  factors = [1, 3, 9, 27, 43, 48437] 
48449 =  factors = [2, 7, 13, 48449] 
48463 =  factors = [2, 3, 97, 48463] 
48479 =  factors = [1, 3, 23, 47, 4847] 
48481 =  factors = [1, 2, 3, 6, 9, 18, 27, 36, 54, 81, 108, 162, 243, 324, 486] 
48487 =  factors = [1, 2, 3, 6, 9, 18, 27, 36, 54, 81, 108, 162, 243, 324, 486] 
48491 =  factors = [1, 7, 49, 623, 48491] 
48539 =  factors = [1, 3, 27, 43, 69, 1009, 48539] 
48541 =  factors = [1, 3, 9, 27, 43, 69, 81, 123, 169, 257, 409] 
48563 =  factors = [1, 3, 9, 27, 81, 243, 729] 
48593 =  factors = [1, 3, 27, 43, 69, 101, 133, 197, 269, 408, 48593] 
48611 =  factors = [1, 3, 9, 27, 43, 48611] 
48619 =  factors = [1, 3, 27, 48619] 
48623 =  factors = [1, 79, 48623] 
48649 =  factors = [2, 7, 13, 48649] 
48661 =  factors = [1, 2, 3, 6, 9, 18, 47, 54, 98, 147, 294, 48661] 
48673 =  factors = [1, 3, 9, 27, 43, 48673] 
48677 =  factors = [1, 3, 29, 30, 48677] 
48679 =  factors = [1, 3, 29, 30, 48679] 
48731 =  factors = [1, 3, 9, 27, 33, 81, 243] 
48733 =  factors = [1, 3, 9, 27, 33, 99, 299, 399] 
48751 =  factors = [1, 3, 9, 27, 81, 243, 729] 
48757 =  factors = [1, 3, 29, 83, 2603, 48757] 
48767 =  factors = [1, 3, 9, 27, 43, 133, 487] 
48781 =  factors = [1, 3, 9, 27, 81, 243, 729] 
48787 =  factors = [1, 3, 9, 27, 43, 69, 81, 123, 159, 247, 487] 
48817 =  factors = [1, 3, 9, 27, 43, 69, 81, 123, 169, 257, 408, 48817] 
48821 =  factors = [1, 7, 49, 67, 488, 349, 567] 
48859 =  factors = [1, 3, 27, 48859] 
48883 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 243, 486] 
48889 =  factors = [2, 7, 13, 48, 61, 99, 157] 
48947 =  factors = [1, 3, 23, 47, 99, 143, 653] 
48989 =  factors = [1, 7, 49, 67, 489, 347, 2953] 
48991 =  factors = [1, 3, 9, 27, 33, 81, 243, 489] 
49009 =  factors = [1, 7, 49, 67, 490, 670, 4909] 
49033 =  factors = [1, 3, 9, 27, 33, 99, 397] 
49037 =  factors = [1, 3, 23, 49037] 
49057 =  factors = [1, 3, 29, 58, 176, 49057] 
49081 =  factors = [1, 2, 3, 6, 7, 9, 14, 21, 33, 42, 59, 87, 174] 
49109 =  factors = [1, 7, 49, 627, 49109] 
49121 =  factors = [1, 7, 49, 67, 307, 491, 6757] 
49123 =  factors = [1, 7, 49, 123, 49123] 
49139 =  factors = [1, 7, 49, 67, 303, 2489, 49139] 
49157 =  factors = [1, 3, 29, 87, 49157] 
49171 =  factors = [1, 3, 61, 49171] 
49177 =  factors = [1, 3, 23, 69, 107, 211, 49177] 
49199 =  factors = [1, 2, 3, 6, 7, 9, 18, 37, 54, 98, 196, 393] 
49207 =  factors = [1, 3, 9, 27, 81, 243, 49207] 
49211 =  factors = [1, 7, 49, 67, 303, 484, 567] 
49253 =  factors = [1, 3, 9, 27, 81, 243, 49253] 
49277 =  factors = [1, 3, 9, 27, 81, 243, 433] 
49297 =  factors = [1, 3, 9, 27, 49297] 
49331 =  factors = [1, 7, 23, 49331] 
49333 =  factors = [1, 3, 9, 27, 33, 99, 399] 
49339 =  factors = [1, 7, 49, 67, 307, 2489, 49339] 
49363 =  factors = [1, 2, 3, 4, 6, 7, 9, 14, 21, 28, 33, 42, 56, 69, 84, 108, 126, 147, 171, 198, 224, 246, 289, 333, 377, 420, 464, 504] 
49391 =  factors = [1, 7, 49, 67, 307, 2489, 49391] 
49393 =  factors = [1, 7, 49, 67, 493, 6793] 
49411 =  factors = [1, 7, 49, 627, 49411] 
49433 =  factors = [1, 7, 23, 49433] 
49463 =  factors = [1, 2, 3, 6, 7, 10, 14, 21, 35, 42, 68, 77, 119, 236, 478] 
49477 =  factors = [1, 3, 23, 49477] 
49481 =  factors = [1, 2, 3, 6, 7, 14, 21, 42, 53, 86, 119, 178, 237, 304, 468] 
49529 =  factors = [1, 7, 49, 529] 
49547 =  factors = [1, 3, 23, 49547] 
49603 =  factors = [1, 2, 3, 4, 6, 8, 12, 13, 16, 24, 32, 48, 64, 80, 96, 128, 160, 256, 496] 
49613 =  factors = [1, 7, 23, 49, 61, 49613] 
49627 =  factors = [1, 3, 9, 27, 49627] 
49639 =  factors = [1, 7, 49, 67, 49639] 
49669 =  factors = [2, 3, 7, 13, 49, 98, 147] 
49697 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 97] 
49711 =  factors = [1, 3, 23, 69, 87, 209, 419] 
49739 =  factors = [1, 3, 23, 49739] 
49757 =  factors = [1, 3, 29, 89, 2603, 49757] 
49783 =  factors = [1, 3, 29, 37, 43, 61, 109, 157, 213, 329] 
49811 =  factors = [1, 7, 49, 627, 49811] 
49823 =  factors = [1, 7, 49, 607, 49823] 
49843 =  factors = [1, 2, 3, 6, 7, 10, 14, 21, 35, 42, 63, 70, 99, 133, 147, 208, 269, 333, 401, 49843] 
49871 =  factors = [1, 3, 23, 49871] 
49919 =  factors = [1, 2, 3, 6, 7, 9, 18, 37, 54, 98, 196, 393] 
49921 =  factors = [1, 7, 49, 98, 603, 49921] 
49937 =  factors = [1, 3, 23, 49937] 
49991 =  factors = [1, 2, 4, 7, 14, 28, 37, 56, 94, 190, 380, 760, 1520, 2310, 4620, 9240] 
49999 =  factors = [1, 7, 49, 98, 623, 4999] 
50021 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 1009] 
50033 =  factors = [1, 3, 9, 27, 81, 243, 5003] 
50047 =  factors = [1, 2, 3, 6, 9, 18, 36, 50047] 
50069 =  factors = [2, 3, 6, 7, 14, 29, 58, 116, 393] 
50087 =  factors = [1, 2, 4, 69, 138, 276, 50087] 
50101 =  factors = [1, 3, 9, 27, 54, 81, 169, 501] 
50111 =  factors = [1, 3, 9, 27, 54, 81, 169, 501] 
50129 =  factors = [1, 7, 49, 501, 507, 3505] 
50147 =  factors = [1, 3, 9, 27, 50147] 
50153 =  factors = [1, 3, 9, 27, 81, 243, 729] 
50221 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 171, 342, 513] 
50227 =  factors = [1, 3, 9, 27, 50227] 
50273 =  factors = [1, 3, 9, 27, 81, 243, 50273] 
50287 =  factors = [1, 2, 4, 69, 138, 276, 50287] 
50321 =  factors = [1, 7, 49, 503] 
50329 =  factors = [1, 7, 49, 503] 
50333 =  factors = [1, 3, 9, 27, 81, 243, 503] 
50363 =  factors = [1, 2, 3, 4, 6, 9, 18, 37, 54, 111, 339] 
50377 =  factors = [1, 3, 29, 58, 147, 361, 5037] 
50383 =  factors = [1, 3, 9, 27, 503] 
50387 =  factors = [1, 3, 9, 27, 503] 
50411 =  factors = [1, 7, 29, 50411] 
50417 =  factors = [1, 3, 9, 27, 81, 243, 50417] 
50441 =  factors = [2, 3, 9, 18, 27, 54, 67, 171, 342, 504] 
50461 =  factors = [2, 3, 97, 194, 50461] 
50497 =  factors= [1, 3, 27, 81, 243, 50497] 
50539 =  factors = [1, 3, 27, 50539] 
50543 =  factors = [1, 79, 23, 389, 50543] 
50549 =  factors = [1, 7, 49, 50549] 
50551 =  factors = [1, 3, 9, 27, 82, 246, 505] 
50581 =  factors = [1, 3, 9, 27, 50581] 
50587 =  factors = [1, 3, 9, 27, 50587] 
50591 =  factors = [1, 3, 67, 2023, 50591] 
50599 =  factors = [1, 29, 487, 50599] 
50651 =  factors = [1, 3, 9, 27, 50651] 
50671 =  factors = [1, 3, 29, 58, 149, 378, 1764] 
50683 =  factors = [1, 2, 3, 4, 6, 9, 18, 37, 50683] 
50707 =  factors = [1, 3, 9, 27, 507] 
50767 =  factors = [1, 2, 3, 4, 6, 9, 18, 36, 507] 
50833 =  factors = [1, 7, 49, 50833] 
50849 =  factors = [2, 3, 6, 7, 14, 23, 42, 50, 84, 91, 130, 176, 260, 342, 508] 
50873 =  factors = [1, 3, 9, 27, 50873] 
50929 =  factors = [1, 7, 49, 509] 
50957 =  factors = [1, 3, 29, 58, 149, 373, 567] 
50969 =  factors = [1, 2, 4, 7, 14, 28, 56, 112, 224, 50969] 
50989 =  factors = [1, 2, 47, 94, 188, 376, 50989] 
50993 =  factors = [1, 3, 9, 27, 81, 243, 729] 
51031 =  factors = [1, 3, 9, 27, 51031] 
51047 =  factors = [1, 2, 3, 6, 9, 18, 51047] 
51109 =  factors = [1, 2, 4, 7, 8, 14, 28, 56, 112, 224, 336, 504, 778, 1016, 1552, 2190, 3184, 4782] 
51133 =  factors = [1, 3, 9, 27, 82, 246, 511] 
51137 =  factors = [1, 3, 9, 27, 82, 246, 51137] 
51151 =  factors = [1, 3, 9, 27, 82, 246, 511] 
51169 =  factors = [1, 2, 4, 7, 8, 14, 28, 56, 103, 206, 412, 51169] 
51193 =  factors = [1, 3, 9, 27, 82, 246, 511] 
51229 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 256, 512] 
51239 =  factors = [1, 3, 9, 27, 81, 243, 51239] 
51241 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 256, 512] 
51257 =  factors = [1, 3, 9, 27, 81, 243, 729] 
51283 =  factors = [1, 2, 4, 64, 128, 256, 512] 
51307 =  factors = [1, 3, 9, 27, 81, 243, 729] 
51329 =  factors = [1, 7, 49, 57, 389, 2609, 513] 
51341 =  factors = [1, 7, 29, 58, 369, 51341] 
51347 =  factors = [1, 29, 68, 107, 214, 513] 
51349 =  factors = [1, 7, 29, 58, 106, 393, 513] 
51361 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192] 
51383 =  factors = [1, 79, 101, 147, 213, 51383] 
51413 =  factors = [1, 7, 29, 58, 106, 393, 51413] 
51419 =  factors = [1, 7, 49, 51419] 
51431 =  factors = [1, 79, 109, 269, 51431] 
51439 =  factors = [1, 7, 23, 51439] 
51449 =  factors = [1, 2, 3, 6, 7, 9, 18, 27, 36, 54, 81, 108, 162, 243, 324, 486, 51449] 
51461 =  factors = [1, 2, 3, 6, 9, 18, 51461] 
51473 =  factors = [1, 3, 9, 27, 81, 243, 729] 
51481 =  factors = [1, 2, 3, 6, 9, 18, 37, 51481] 
51487 =  factors = [1, 2, 3, 6, 9, 18, 51487] 
51511 =  factors = [1, 3, 9, 27, 81, 243, 51511] 
51563 =  factors = [1, 2, 3, 4, 6, 9, 18, 37, 51563] 
51577 =  factors = [1, 3, 29, 87, 2601, 51577] 
51599 =  factors = [1, 3, 9, 27, 81, 243, 729] 
51613 =  factors = [1, 7, 49, 51613] 
51659 =  factors = [1, 3, 27, 89, 243, 51659] 
51679 =  factors = [1, 3, 29, 51679] 
51713 =  factors = [1, 3, 9, 27, 81, 243, 51713] 
51749 =  factors = [1, 2, 3, 6, 9, 18, 51749] 
51767 =  factors = [1, 2, 4, 89, 178, 356, 712] 
51787 =  factors = [1, 3, 9, 27, 51787] 
51817 =  factors = [1, 3, 9, 27, 51817] 
51827 =  factors = [1, 3, 9, 27, 51827] 
51839 =  factors = [1, 3, 9, 27, 51839] 
51853 =  factors = [1, 3, 9, 27, 51853] 
51859 =  factors = [1, 3, 27, 43, 69, 101, 157, 269, 51859] 
51869 =  factors = [1, 2, 3, 4, 6, 7, 9, 14, 21, 28, 42, 56, 84, 112, 147, 294, 588] 
51871 =  factors = [1, 3, 9, 27, 51871] 
51893 =  factors = [1, 3, 9, 27, 51893] 
51899 =  factors = [1, 3, 9, 27, 51899] 
51907 =  factors = [1, 3, 269, 51907] 
51929 =  factors = [1, 7, 49, 519, 51929] 
51949 =  factors = [1, 2, 7, 14, 49, 98, 196, 393] 
51991 =  factors = [1, 3, 67, 203, 51991] 
52009 =  factors = [1, 7, 49, 52009] 
52021 =  factors = [1, 7, 49, 52021] 
52027 =  factors = [1, 3, 9, 27, 52027] 
52057 =  factors = [1, 3, 9, 27, 81, 243, 52057] 
52069 =  factors = [1, 2, 3, 4, 6, 7, 8, 9, 14, 21, 28, 42, 56, 84, 112, 140, 176, 208, 240, 344, 420, 520] 
52081 =  factors = [1, 2, 4, 69, 138, 276, 52081] 
52153 =  factors = [1, 3, 9, 27, 81, 243, 729] 
52177 =  factors = [1, 3, 9, 27, 81, 243, 52177] 
52181 =  factors = [1, 7, 49, 521, 52181] 
52189 =  factors = [1, 7, 49, 52189] 
52259 =  factors = [1, 3, 9, 27, 81, 243, 52259] 
52313 =  factors = [1, 3, 9, 13, 37, 43, 523] 
52363 =  factors = [1, 79, 523, 3639, 52363] 
52379 =  factors = [1, 3, 9, 27, 81, 243, 523] 
52457 =  factors = [1, 3, 9, 27, 81, 243, 729] 
52501 =  factors = [1, 3, 9, 27, 81, 243, 729] 
52529 =  factors = [1, 3, 9, 27, 81, 243, 52529] 
52543 =  factors = [1, 3, 9, 27, 81, 243, 52543] 
52561 =  factors = [1, 3, 9, 27, 81, 243, 729] 
52567 =  factors = [1, 3, 9, 27, 81, 243, 729] 
52571 =  factors = [1, 3, 9, 27, 81, 243, 52571] 
52627 =  factors = [1, 3, 9, 27, 52627] 
52631 =  factors = [1, 3, 9, 27, 52631] 
52639 =  factors = [1, 7, 49, 52639] 
52673 =  factors = [1, 3, 9, 27, 52673] 
52691 =  factors = [1, 7, 49, 52691] 
52697 =  factors = [1, 3, 9, 27, 52697] 
